scope,artifact,aggregation,window_s,selected_k,cluster_id,feature_name,rank,cluster_value,global_value,delta_vs_global,value_space,method,cut_mode,cut_value,linkage
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,mask_NTFS_file_stat,1,5991.040404040404,185.0118018967334,5806.0286021436705,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,is_ntfs,2,4942.555555555556,153.55405690200212,4789.001498653553,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,mask_File_stat,3,4942.555555555556,153.55532139093782,4789.000234164618,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,has_macb_accessed,4,4742.767676767677,124.7567966280295,4618.010880139647,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,is_standard_info,5,4269.515151515152,138.01243414120125,4131.502717373951,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,is_file_entry,6,3870.4949494949497,128.95700737618546,3741.537942118764,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,is_file,7,3870.4949494949497,128.9582718651212,3741.5366776298283,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,has_sha256,8,3870.4545454545455,128.95742887249736,3741.497116582048,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,is_accessed,9,3714.030303030303,94.25542676501581,3619.7748762652873,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,has_macb_modified,10,1955.2424242424242,68.12202318229716,1887.120401060127,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,is_filename_attr,11,1721.5252525252524,46.99936775553214,1674.5258847697203,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,is_in_winsxs,12,1544.8383838383838,32.76796628029505,1512.0704175580888,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,is_executable,13,603.3636363636364,13.689567966280295,589.6740683973561,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,mask_WinEVTX,14,508.27272727272725,20.164383561643834,488.1083437110834,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,0,IsDynamicLibrary,15,496.72727272727275,11.30326659641728,485.42400613085545,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,has_sha256,1,193.2994923857868,128.95742887249736,64.34206351328945,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,is_file,2,193.2994923857868,128.9582718651212,64.34122052066562,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,is_file_entry,3,193.2944162436548,128.95700737618546,64.33740886746935,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,is_standard_info,4,196.2233502538071,138.01243414120125,58.210916112605844,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,mask_NTFS_file_stat,5,240.54906937394247,185.0118018967334,55.53726747720907,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,mask_File_stat,6,202.24534686971236,153.55532139093782,48.690025478774544,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,is_ntfs,7,202.24027072758037,153.55405690200212,48.68621382557825,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,has_modified_flag,8,71.00338409475465,23.505795574288726,47.497588520465925,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,has_macb_modified,9,109.42978003384094,68.12202318229716,41.307756851543786,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,is_from_users_dir,10,44.947546531302876,17.95237091675448,26.995175614548398,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,is_in_appdata,11,31.828257191201352,13.373445732349841,18.45481145885151,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,mask_WinEVTX,12,29.901015228426395,20.164383561643834,9.73663166678256,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,mask_Chrome_Cache,13,7.813874788494078,2.3049525816649106,5.508922206829167,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,is_suspicious_domain,14,7.0126903553299496,2.0642781875658587,4.948412167764091,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,1,global_shannon_entropy_spike_score,15,4.182045127209235,2.2005048767943354,1.9815402504148993,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,2,mask_Amcache_Registry_Entry,1,0.005196304849884526,0.004425711275026343,0.0007705935748581827,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,2,account_creation,2,0.0,0.0,0.0,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,2,account_deletion,3,0.0,0.0,0.0,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,2,accessed_sensitive_file,4,0.0,0.0,0.0,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,2,HasAandBNoMC,5,0.0,0.0,0.0,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,2,has_ip_url,6,0.0,0.0,0.0,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,2,ContainsScriptExtension,7,0.0,0.0,0.0,raw_mean,agglomerative,k,3,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,3,2,contains_sensitive_string,8,0.0,0.0,0.0,raw_mean,agglomerative,k,3,ward
