scope,artifact,aggregation,window_s,selected_k,cluster_id,feature_name,rank,cluster_value,global_value,delta_vs_global,value_space,method,cut_mode,cut_value,linkage
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,is_analytics_cookie,1,0.0027981058975462764,0.0027397260273972603,5.8379870149016105e-05,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,visit_to_search_engine,2,0.002582866982350409,0.0025289778714436247,5.38891109067843e-05,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,mask_User_Account_Information_Registry_Key,3,0.0006457167455876022,0.0006322444678609062,1.3472277726696074e-05,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,is_tracking_cookie,4,0.00043047783039173483,0.00042149631190727084,8.981518484463995e-06,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,accessed_network_path,5,0.00021523891519586742,0.00021074815595363542,4.490759242231998e-06,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,is_user_location,6,0.00021523891519586742,0.00021074815595363542,4.490759242231998e-06,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,accessed_appdata,7,0.00021523891519586742,0.00021074815595363542,4.490759242231998e-06,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,multiple_entries,8,0.00021523891519586742,0.00021074815595363542,4.490759242231998e-06,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,accessed_sensitive_docs,9,0.0,0.0,0.0,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,is_cmd,10,0.0,0.0,0.0,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,is_evtx_stopped_state,11,0.0,0.0,0.0,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,is_apis_google,12,0.0,0.0,0.0,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,contains_sensitive_string,13,0.0,0.0,0.0,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,HasAandBNoMC,14,0.0,0.0,0.0,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,0,is_application_experience,15,0.0,0.0,0.0,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,mask_NTFS_file_stat,1,5991.040404040404,185.0118018967334,5806.0286021436705,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,is_ntfs,2,4942.555555555556,153.55405690200212,4789.001498653553,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,mask_File_stat,3,4942.555555555556,153.55532139093782,4789.000234164618,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,has_macb_accessed,4,4742.767676767677,124.7567966280295,4618.010880139647,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,is_standard_info,5,4269.515151515152,138.01243414120125,4131.502717373951,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,is_file_entry,6,3870.4949494949497,128.95700737618546,3741.537942118764,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,is_file,7,3870.4949494949497,128.9582718651212,3741.5366776298283,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,has_sha256,8,3870.4545454545455,128.95742887249736,3741.497116582048,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,is_accessed,9,3714.030303030303,94.25542676501581,3619.7748762652873,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,has_macb_modified,10,1955.2424242424242,68.12202318229716,1887.120401060127,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,is_filename_attr,11,1721.5252525252524,46.99936775553214,1674.5258847697203,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,is_in_winsxs,12,1544.8383838383838,32.76796628029505,1512.0704175580888,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,is_executable,13,603.3636363636364,13.689567966280295,589.6740683973561,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,mask_WinEVTX,14,508.27272727272725,20.164383561643834,488.1083437110834,raw_mean,agglomerative,k,2,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,2,1,IsDynamicLibrary,15,496.72727272727275,11.30326659641728,485.42400613085545,raw_mean,agglomerative,k,2,ward
