scope,artifact,aggregation,window_s,selected_k,cluster_id,feature_name,rank,cluster_value,global_value,delta_vs_global,value_space,method,cut_mode,cut_value,linkage
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,mask_NTFS_file_stat,1,7058.705128205128,185.0118018967334,6873.693326308395,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,is_ntfs,2,5986.153846153846,153.55405690200212,5832.5997892518435,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,mask_File_stat,3,5986.153846153846,153.55532139093782,5832.598524762908,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,has_macb_accessed,4,5635.038461538462,124.7567966280295,5510.2816649104325,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,is_standard_info,5,5041.448717948718,138.01243414120125,4903.436283807517,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,is_file_entry,6,4665.115384615385,128.95700737618546,4536.1583772392,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,is_file,7,4665.115384615385,128.9582718651212,4536.157112750264,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,has_sha256,8,4665.0641025641025,128.95742887249736,4536.1066736916055,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,is_accessed,9,4592.602564102564,94.25542676501581,4498.347137337549,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,has_macb_modified,10,2131.269230769231,68.12202318229716,2063.1472075869337,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,is_filename_attr,11,2017.2564102564102,46.99936775553214,1970.257042500878,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,is_in_winsxs,12,1950.128205128205,32.76796628029505,1917.36023884791,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,is_executable,13,710.5,13.689567966280295,696.8104320337197,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,IsDynamicLibrary,14,581.9102564102565,11.30326659641728,570.6069898138392,raw_mean,agglomerative,k,4,ward
per_dataset,Magnet_CTF_2022_Windows_Laptop,sum,60,4,0,mask_WinEVTX,15,568.474358974359,20.164383561643834,548.3099754127152,raw_mean,agglomerative,k,4,ward
